Mix ID, Cement(kg/m3), Water(kg/m3),Coarse aggregate(kg/m3),Fine aggregate(kg/m3), FA (kg/m3),SF (kg/m3),GGBFS (kg/m3),SP (kg/m3),Cylinder compressive strength (MPa),Splitting tensile strength (MPa),Flexural strength (MPa),Elastic modulus (GPa),Chloride permeability (Coulomb) 28d,Chloride permeability (Coulomb) 90d,Chloride permeability (Coulomb) 180d,Drying shrinkage (με) 7d,Drying shrinkage (με) 28d,Drying shrinkage (με) 90d,Drying shrinkage (με)120d,Creep (με) 28d,Creep (με) 90d,Creep (με) 150d,Abrasion (mm) 28 d,Reference
R67_31,373.48,185.45,712.01,791.55,186.74,0,0,12.32484,44.45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_32,363.17,185.45,710.51,789.88,181.585,7.26,0,12.14433,55.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_33,352.87,185.45,709,788.2,176.435,14.11,0,11.95513,56.92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_34,342.57,185.45,707.49,786.53,171.285,20.55,0,11.75691,58.35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_35,332.27,185.45,705.99,784.85,166.135,26.58,0,11.54967,58.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_36,321.96,185.45,704.48,783.17,160.98,32.2,0,11.33308,58.54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_37,345.14,185.45,694.62,772.21,207.084,0,0,12.148928,44.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_38,334.84,185.45,693.11,770.54,200.904,6.7,0,11.933768,52.88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_39,324.54,185.45,691.6,768.86,194.724,12.98,0,11.709368,54.78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_40,314.24,185.45,690.1,767.19,188.544,18.85,0,11.475948,56.06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_41,303.93,185.45,688.59,765.51,182.358,24.31,0,11.233156,56.36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_42,293.63,185.45,687.08,763.83,176.178,29.36,0,10.981696,55.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_43,316.81,185.45,677.22,752.87,221.767,0,0,11.848694,45.54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_44,306.51,185.45,675.71,751.2,214.557,6.13,0,11.598334,51.41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_45,296.21,185.45,674.21,749.52,207.347,11.85,0,11.338954,51.91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_46,285.9,185.45,672.7,747.85,200.13,17.15,0,11.06996,52.42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_47,275.6,185.45,671.19,746.17,192.92,22.05,0,10.79254,52.89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_48,265.3,185.45,669.68,744.49,185.71,26.53,0,10.50588,52.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_49,288.48,185.45,659.82,733.53,230.784,0,0,11.423808,43.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_50,278.18,185.45,658.32,731.86,222.544,5.56,0,11.138248,50.12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_51,267.87,185.45,656.81,730.18,214.296,10.71,0,10.843272,50.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_52,257.57,185.45,655.3,728.51,206.056,15.454,0,10.53976,51.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_53,247.27,185.45,653.8,726.83,197.816,19.78,0,10.227052,51.71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_54,236.96,185.45,652.29,725.15,189.568,23.7,0,9.905016,51.31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_55,231.81,185.45,625.03,694.85,231.81,0,0,10.19964,39.77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_56,221.51,185.45,623.52,693.18,221.51,4.43,0,9.8439,46.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_57,211.21,185.45,622.02,691.5,211.21,8.45,0,9.47914,46.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_58,200.9,185.45,620.51,689.83,200.9,12.05,0,9.1047,47.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_59,190.6,185.45,619,688.15,190.6,15.25,0,8.7219,47.74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R67_60,180.3,185.45,617.5,686.47,180.3,18.03,0,8.32986,47.47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R68_50-50-1,248,210.12,812,853,248,0,0,5,22.933,-1,-1,28.69,-1,-1,-1,-1,278,380,400,261.44,-1,-1,-1,https://doi.org/10.1061/(ASCE)MT.1943-5533.0004393
R68_100-50-1,248,226.24,806,853,248,0,0,5,21.2755,-1,-1,27.89,-1,-1,-1,-1,340,475,495,277.64,-1,-1,-1,
R68_50-50-2,248,210.12,812,853,124,0,124,5,30.94,-1,-1,31.71,-1,-1,-1,-1,240,331,346,247.83,-1,-1,-1,
R68_100-50-2,248,226.24,806,853,124,0,124,5,28.254,-1,-1,30.83,-1,-1,-1,-1,290,400,420,257.68,-1,-1,-1,
R68_50-75-2,124,210.12,812,853,186,0,186,5,29.546,-1,-1,31.27,-1,-1,-1,-1,298,427,450,216.28,-1,-1,-1,
R68_100-75-2,124,226.24,806,853,186,0,186,5,26.6815,-1,-1,30.25,-1,-1,-1,-1,345,525,550,194.51,-1,-1,-1,
R68_50-75-3,124,210.12,812,853,159,53,159,5,33.1075,-1,-1,32.35,-1,-1,-1,-1,380,525,550,233.41,-1,-1,-1,
R68_100-75-3,124,226.24,806,853,159,53,159,5,31.212,-1,-1,31.8,-1,-1,-1,-1,470,600,655,258.43,-1,-1,-1,
R69_Q50F30K0G0P0,310,155,1052,711,133,0,0,0,48.45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.conbuildmat.2023.130455
R69_Q50F0K30G0P0,354,155,1067,699,0,0,133,0,57.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R69_Q50F0K0G30P0,354,155,1048,708,0,133,0,0,53.55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R69_Q50F15K15G0P0,311,155,1060,706,66,0,66,0,49.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R69_Q50F15K0G15P0,311,155,1050,700,66,66,0,0,51.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R69_Q50F10K10G10P0,311,155,1056,704,44,44,44,0,51.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R70_2,444.6,158,1151,647,49.4,0,0,4.94,53.21,5.46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.conbuildmat.2022.126694
R70_3,419.9,158,1151,647,74.1,0,0,4.94,54.4,5.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R70_4,395.2,158,1151,647,98.8,0,0,4.94,53.72,5.71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R70_5,370.5,158,1151,647,123.5,0,0,4.94,51.17,5.57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R70_6,479.2,158,1151,647,0,14.8,0,4.94,53.21,5.52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R70_7,464.4,158,1151,647,0,29.6,0,4.94,54.99,5.76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R70_8,449.5,158,1151,647,0,44.5,0,4.94,56.61,6.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R70_9,434.7,158,1151,647,0,59.3,0,4.94,58.05,6.35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R70_10,405.1,158,1151,647,74.1,14.8,0,4.94,54.99,5.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R70_11,390.3,158,1151,647,74.1,29.6,0,4.94,57.29,5.79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R70_12,375.4,158,1151,647,74.1,44.5,0,4.94,61.54,6.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R70_13,360.6,158,1151,647,74.1,59.3,0,4.94,64.43,6.36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC1,273.125,190,735.7,954,47.5,11.875,142.5,1.1875,44.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.jobe.2023.107386
R71_SCC2,225.625,190,734.2,952,47.5,11.875,190,1.1875,40.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC3,178.125,190,732.7,950.1,47.5,11.875,237.5,1.1875,35.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC4,249.375,190,732,949.3,71.25,11.875,142.5,1.1875,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC5,201.875,190,730.5,947.3,71.25,11.875,190,1.1875,35.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC6,154.375,190,730.4,947.1,71.25,11.875,237.5,1.1875,34.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC7,225.625,190,728.2,944.3,95,11.875,142.5,1.1875,39.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC8,178.125,190,726.7,942.4,95,11.875,190,1.1875,34.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC9,130.625,190,725.2,940.4,95,11.875,237.5,1.1875,33.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC10,261.25,190,733.7,951.4,47.5,23.75,142.5,1.425,39.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC11,213.75,190,732.2,949.4,47.5,23.75,190,1.425,39.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC12,166.25,190,730.1,946.8,47.5,23.75,237.5,1.425,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC13,237.5,190,729.4,945.8,71.25,23.75,142.5,1.425,39.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC14,190,190,727.8,943.8,71.25,23.75,190,1.425,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC15,142.5,190,726.3,941.9,71.25,23.75,237.5,1.425,32.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC16,213.75,190,725.8,941.2,95,23.75,142.5,1.425,39.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC17,166.25,190,724.2,939.1,95,23.75,190,1.425,35.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC18,118.75,190,722.7,937.1,95,23.75,237.5,1.425,31.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC19,249.375,190,731.5,948.6,47.5,35.625,142.5,1.6625,40.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC20,201.875,190,729.7,946.3,47.5,35.625,190,1.6625,36.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC21,154.375,190,728.1,944.23,47.5,35.625,237.5,1.6625,34.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC22,225.625,190,727.7,943.7,71.25,35.625,142.5,1.6625,38.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC23,178.125,190,727.9,941.4,71.25,35.625,190,1.6625,36.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC24,130.625,190,724.3,939.2,71.25,35.625,237.5,1.6625,32.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC25,201.875,190,723.9,938.7,95,35.625,142.5,1.6625,37.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC26,154.375,190,722.2,936.4,95,35.625,190,1.6625,34.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC27,106.875,190,720.5,934.3,95,35.625,237.5,1.6625,33.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC-57.5/42.5,273.125,190,754,939,47.5,11.875,142.5,1.1875,32.4,3.31,7.17,-1,401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC-52.5/47.5,249.375,190,750.2,934.1,71.25,11.875,142.5,1.1875,31.95,3.25,7.09,-1,288,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC-47.5/52.5,225.625,190,752.5,937.1,47.5,11.875,190,1.1875,30.89,3.18,6.89,-1,255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC-32.5/67.5,154.375,190,746.8,930,71.25,11.875,237.5,1.425,29.46,2.61,6.01,-1,196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC-30/70,142.5,190,746.1,929.1,71.25,23.75,237.5,1.6625,28.4,2.55,5.81,-1,162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC-27.5/72.5,130.625,190,742.9,925.1,95,11.875,237.5,1.425,24.5,2.39,5.63,-1,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC-25/75,118.75,180.5,742.2,924.2,71.25,23.75,237.5,1.579375,24.4,2.36,5.45,-1,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC-22.5/77.5,106.875,190,741.7,923.7,95,35.625,237.5,1.6625,24.1,2.32,5.21,-1,465,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC-57.5/42.5,273.125,190,697.1,921.6,47.5,11.875,142.5,1.1875,35.52,3.47,7.28,-1,428,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC-52.5/47.5,249.375,190,685.2,905.9,71.25,11.875,142.5,1.1875,34.25,3.35,7.26,-1,415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC-47.5/52.5,225.625,190,695.7,919.7,47.5,11.875,190,1.1875,33.93,3.25,7.05,-1,419,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC-32.5/67.5,154.375,190,690.4,912.7,71.25,11.875,237.5,1.425,31.3,2.8,6.15,-1,341,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC-30/70,142.5,190,689.8,911.9,71.25,23.75,237.5,1.6625,29.25,2.71,5.93,-1,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC-27.5/72.5,130.625,190,686.8,908,95,11.875,237.5,1.425,25.53,2.58,5.76,-1,480,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC-25/75,118.75,180.5,686.4,907.4,71.25,23.75,237.5,1.579375,25.15,2.48,5.66,-1,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R71_SCC-22.5/77.5,106.875,190,685.8,906.6,95,35.625,237.5,1.6625,25.05,2.39,5.42,-1,512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R72_A 100-50-2,271,208.36,739,819,135.5,0,135.5,8.13,32.3,-1,-1,31.01,-1,-1,-1,170,340,465,480,129.17,532.95,649.23,-1,https://doi.org/10.1016/j.jobe.2025.112022
R72_A 100-75-3,135.5,208.36,739,819,162.6,81.3,162.6,8.13,35.06,-1,-1,32.31,-1,-1,-1,190,290,500,515,157.77,504.86,631.08,-1,
R73_NA100,138,191.4,1107,660,92,46,184,1.84,40,2.93,4.8,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.conbuildmat.2022.129016
R73_RCA30,138,195.6,1071,660,92,46,184,1.84,38,3.36,4.94,31.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R73_RCA50,138,200.7,1048,660,92,46,184,1.84,42.2,3.05,4.78,31.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R73_RCA100,138,199.4,990,660,92,46,184,1.84,37.8,2.95,4.44,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R73_RCA100G,138,208.2,990,660,92,46,184,1.84,38.1,2.89,4.83,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R73_RCA100-20CWG,138,205.3,1007,635,92,46,184,1.84,31,2.78,4.27,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R73_RCA100-40CWG,138,209.5,1023,612,92,46,184,1.84,33,2.88,4.21,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R74_M10-0.4,453.4,201.5,861.5,760.8,50.4,0,0,2.8,49.29,-1,-1,31.76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.26168/icbbm2019.15
R74_M20-0.4,400.7,200.4,856.5,756.4,100.2,0,0,2.8,46.57,-1,-1,30.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R74_M40-0.4,297.1,198.1,846.9,747.8,198.1,0,0,2.8,40.53,-1,-1,29.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R74_M50-0.4,246.2,197,842.1,743.6,246.2,0,0,2.7,41.82,-1,-1,29.38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R74_M10-0.6,411.9,274.6,782.7,691.1,45.8,0,0,0,28.16,-1,-1,25.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R74_M20-0.6,364.2,273.2,778.6,687.5,91.1,0,0,0,27.97,-1,-1,23.86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R74_M40-0.6,270.4,270.4,770.5,680.4,180.2,0,0,0,19.88,-1,-1,24.45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R74_M50-0.6,224.1,269,766.6,676.9,224.1,0,0,0,18.64,-1,-1,19.99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R75_FC20PP,330,173.46,1198,798,83,0,0,1.45,46.32,3.88,5.28,37.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.conbuildmat.2022.128609
R75_FC30PP,289,173.46,1185,790,124,0,0,1.45,47.85,3.8,5.07,36.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R75_FC40PP,248,173.46,1172,781,165,0,0,1.45,43.18,3.42,4.65,34.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R75_FC20IS,356,186.9,1338,653,89,0,0,1.11,42.5,3.71,5.07,36.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R75_FC30IS,312,186.9,1322,645,133,0,0,1.11,35.95,3.65,4.93,35.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R75_FC40IS,267,186.9,1307,637,178,0,0,1.11,37.06,3.3,4.5,33.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R76_RAC-SF,384.85,151.35,1144.6,906.5,0,47.57,0,5.19,64.6,5,7.8,42,440,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1061/JMCEE7.MTENG-17547
R76_RAC-GGBS,371.88,151.35,1152.31,711.22,0,0,60.54,4.76,61.2,4.8,7.6,40,470,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R77_MF20,372.33,186.16,948.54,636.97,93.08,0,0,2.34,46.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.matpr.2023.03.510
R77_MC20,372.33,186.16,948.54,636.97,93.08,0,0,2.34,50.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R78_S5,380,220,685,1255,0,20,0,4.8,29.0275,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1007/s11709-020-0646-z
R78_S10,360,220,682,1250,0,40,0,4.8,27.0725,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R78_S20,320,220,676,1239,0,80,0,4.8,25.1345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R79_C55_SFA15_SF3,187,121,1289,790,51,10.2,153,4.2,64.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.3390/app11020830
R79_C100_SFA15_SF3,340,121,1263,774,51,10.2,0,4.2,78.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R79_C100_SFA30_SF3,340,121,1205,739,102,10.2,0,4.2,72.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R80_Boardman FA_1,379.2,168,820,807,94.8,0,0,1.69,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.conbuildmat.2011.11.046
R80_Boardman FA_2,286,168,820,807,188,0,0,1.69,83.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R80_Boardman FA_3,189.6,168,820,807,284.4,0,0,1.69,75.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R80_Boardman FA_4,94.8,168,820,807,379.2,0,0,1.69,35.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
F80_Centralia FA_1,379.2,168,820,807,94.8,0,0,1.69,84.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
F80_Centralia FA_2,284.4,168,820,807,189.6,0,0,1.69,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
F80_Centralia FA_3,189.6,168,820,807,284.4,0,0,1.69,63.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
F80_Centralia FA_4,94.8,168,820,807,379.2,0,0,1.69,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
F80_Seattle SL_1,379.2,168,820,807,0,0,94.8,1.69,71.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
F80_Seattle SL_2,284.4,168,820,807,0,0,189.6,1.69,76.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
F80_Seattle SL_3,189.6,168,820,807,0,0,284.4,1.69,66.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
F80_Seattle SL_4,94.8,168,820,807,0,0,379.2,1.69,54.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
F80_St.Mary's SL_1,379.2,168,820,807,0,0,94.8,1.69,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
F80_St.Mary's SL_2,284.4,168,820,807,0,0,189.6,1.69,83.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
F80_St.Mary's SL_3,189.6,168,820,807,0,0,284.4,1.69,75.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
F80_St.Mary's SL_4,94.8,168,820,807,0,0,379.2,1.69,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R81_C-SF-S-5%,332,92.96,1504,75.2,0,17.5,0,4.375,27.2,2,5.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.conbuildmat.2020.122124
R81_C-SF-S-10%,315,88.2,1504,75.2,0,35,0,4.375,29.75,2.38,6.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R82_PC-M4,345,134.4,1587,0,38,0,0,0,12.41,3.4,0.87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.8,
R82_PC-M5,345,134.4,1434,154,38,0,0,0,13.77,3.72,0.89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.2,
R82_PC-M6,345,134.4,1280,307,38,0,0,0,16.15,3.95,0.93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.5,
R82_PC-M7,269,134.4,1587,0,38,38,0,0,14.11,4.2,1.54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.7,
R82_PC-M8,269,134.4,1434,154,38,38,0,0,15.725,4.72,1.87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.2,
R82_PC-M9,269,134.4,1280,307,38,38,0,0,18.19,5.25,2.54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.7,
R83_PRAC-10%SF,459,178.5,915,865,0,51,0,4.5,49.1,4.2,-1,31.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.conbuildmat.2020.120636
R83_PRAC-30%GGBS,357,178.5,915,865,0,0,153,4.5,46.5,3.85,-1,29.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R83_PRAC-20%FA,408,178.5,915,865,102,0,0,4.5,45.2,3.8,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R84_A-50-50-1,271,205.13,787,834,271,0,0,4.065,23.9955,-1,3.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,https://doi.org/10.1016/j.jobe.2022.105384
R84_A-50-50-3,271,205.13,787,834,108.4,54.2,108.4,4.065,38.641,-1,4.84,38.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
R84_A-100-50-2,271,221.26,768,834,135.5,0,135.5,4.065,30.838,-1,4.56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
