cement_opc,scm_flyash,silica_sand,locally_avail_sand,w_b,hrwr_b,perc_of_fibre,aspect_ratio,tensile_strength,density,youngs_modulus,elongation,compressive_strength
1.0,0.6528411764224357,0.09988804556660262,0.2598931449324781,0.5101262489816615,0.25530431428547157,1.418349588416216,0.2655880358638693,112.0,637.0,46.57819338977105,34.84,46.32578813180716
1.0,1.6344562433315653,0.45412376626326406,0.19537084958631248,0.5312558946278428,0.5050315851377729,2.942232759959146,0.2232284141399438,112.0,637.0,66.46487979272996,34.84,65.98626717179924
1.0,1.358700232600726,0.09128935113179078,0.21236343555182588,0.2485253631458191,0.34758755856478163,2.692922808981966,0.26036378405437005,112.0,637.0,66.62194684024412,34.84,68.29049593028353
1.0,2.8407336743335447,0.006182860320802524,0.19303107788890553,0.5779092517128647,0.40517839654295734,1.6417865160885583,0.2859284903539978,112.0,637.0,41.78590636624319,34.84,41.84364939253799
1.0,1.722994214651185,0.17861125056207175,0.24663152483135134,0.3498062872317159,0.4347717978568134,1.1332126824538782,0.3976553013125336,112.0,637.0,43.50850216327116,34.84,44.530077303218185
1.0,1.2743142417791895,0.00393799988675483,0.15739073429824887,1.2078780504987279,0.1439607927397513,2.2119266301235125,0.2848961080492296,112.0,637.0,46.660865754551146,34.84,45.97587082791567
1.0,2.0812117048840886,0.26342553337067964,0.32401595974445796,0.36357441708284033,0.35052706667515793,0.9597780104292214,0.2235288304068794,112.0,637.0,46.30596251111963,34.84,46.598300036546206
1.0,0.285788884548983,0.49776614656115425,0.5260505779706915,1.3189793814432986,0.36042286414044916,2.3129112474668614,0.2824881035801838,112.0,637.0,52.75132137268378,34.84,52.82213208723999
1.0,1.8376639353741355,0.1972978980672996,0.19313369001123581,0.40561437428690056,0.22030304657584882,2.530305497854242,0.17418687603308275,112.0,637.0,56.42086609218697,34.84,57.116740944996614
1.0,1.9235862507995045,0.5616294493653643,0.1322715623260408,0.41928507786571684,0.21960164628195264,1.4791786803092035,0.34295640805923994,112.0,637.0,53.88552253362507,34.84,52.996174707009594
1.0,2.0393047242676023,0.8823400395160294,0.23320333207575236,0.37949657633635425,0.22269772083999287,0.9906231773686863,0.23328285708109797,112.0,637.0,45.9911374024016,34.84,46.262893794965215
1.0,1.9633420942588078,0.17341673116646614,0.2733130292675624,0.23437977871799837,0.16836404829038912,4.387249951530807,0.43671979156634066,112.0,637.0,61.005120944032,34.84,59.29980637242817
1.0,1.7974650102318135,0.09976053507922653,0.28804627085470436,0.853354169365053,0.1310576314910965,1.5694950579441063,0.34767213403815944,112.0,637.0,43.43110429310324,34.84,43.188439817569964
1.0,1.128894516147332,0.01813485992976552,0.4459779582541139,0.4615310545355454,0.7640691735107694,1.8338218561007302,0.28852792754978157,112.0,637.0,47.72705468538917,34.84,48.403758191603
1.0,1.4871736887548492,0.2740640923573992,0.3306385217157984,0.6015722132757005,0.4485042096322614,3.3993425021687647,0.2626935328150489,112.0,637.0,57.933569013475726,34.84,58.41059791524122
1.0,0.9621562976177355,0.7439396973415447,0.1217091720712784,0.9858913520662275,0.2647615050283636,1.5447061295047362,0.2547751351373464,112.0,637.0,57.26748875685719,34.84,57.33945819201933
1.0,0.8471342108799591,0.01975574458238108,0.15149935954668342,0.4117580047505196,0.12547894286910796,1.4092003532653896,0.2586883020584346,112.0,637.0,47.12534847717743,34.84,48.46173808612924
1.0,1.1552852763351955,0.002395419979388168,0.28287786762230854,0.4197362778526679,0.34334808670366945,5.0,0.28095902224243485,112.0,637.0,54.34842801733631,34.84,55.38711792462974
1.0,1.236418546177939,0.1802211273003415,0.2039686369254715,0.4726977263865386,0.21784282380790987,1.4286453668156218,0.25627567472524737,112.0,637.0,47.70812126137978,34.84,47.83464592756557
1.0,1.677223742944042,0.020574864628827114,0.4313979856806959,0.2314967551415905,0.2416617741999839,3.6080539110156655,0.32002169075438647,112.0,637.0,66.20007993929792,34.84,67.32853067427727
1.0,2.6127729522330947,0.23202666875305278,0.1697374660840837,0.17619432571026047,0.7840407216494845,2.1762908371229686,0.39530633706915275,112.0,637.0,54.451673444536574,34.84,54.82439406421805
1.0,2.181345356701767,0.32407463280974236,0.34937459848482516,0.20729770347690976,0.6750702178087966,2.1545664545430294,0.28820600277025604,112.0,637.0,48.79802327916312,34.84,48.75749868416455
1.0,1.6068236495891692,0.34322755557947465,0.18937363741481816,0.8178103758859044,0.08010373550697895,1.5907275178884144,0.36342076419930686,112.0,637.0,45.00995373866642,34.84,44.71614600005771
1.0,2.445590723444601,0.4438664199850704,0.26785517067073794,0.37353744151283536,0.31372153769222005,1.8405529499457745,0.20720447215080556,112.0,637.0,56.583522422630864,34.84,56.251270969210495
1.0,1.3859297156685875,1.0406027594031082,0.17693677504208846,0.6507920510951929,0.2839039089181533,4.731308945093029,0.30560362660983104,112.0,637.0,54.657337221922944,34.84,53.84354468588327
1.0,1.8118275253795757,0.5561363119879422,0.2998525592672287,0.38634721957210066,0.3121318859477958,3.03837193440834,0.2870478996141272,112.0,637.0,62.466815164142076,34.84,62.46034294875977
1.0,1.1312676672083233,0.5990072982646807,0.3645804358365117,0.19977096174966397,0.19773720063645825,1.058981377653061,0.20381114804444259,112.0,637.0,56.74436369412341,34.84,56.1048390657323
1.0,1.3668903495501041,0.031860658767482175,0.2669196688807521,0.6779215351365091,0.26172543697751016,1.263343437822068,0.2652762425066425,112.0,637.0,45.88707182432466,34.84,46.07359617346767
1.0,1.1900932071452297,0.2589580804032422,0.5011477021626464,0.28188863074076453,0.15124529468301912,2.4275788380038263,0.3430043031616607,112.0,637.0,61.33550539081083,34.84,60.71160534606526
1.0,0.5131324088400699,0.789414286595744,0.18432100523443237,0.5875356158604,0.4390441440764282,2.7413872721108774,0.15102803289342,112.0,637.0,64.05050144998143,34.84,63.623225242715044
1.0,0.5204488239635083,0.11601093349558361,0.25163496586871315,0.6976747863473483,0.43238663514779996,2.913235669803964,0.2687007136388993,112.0,637.0,54.71882698979543,34.84,55.230216679580515
1.0,0.6146109341126123,0.5336737704417013,0.33443903964443966,0.4300269976732366,0.5936794898096859,1.9511373202317452,0.2534219916029253,112.0,637.0,57.08080761776061,34.84,58.15126707411213
1.0,1.6128911607957714,1.279978172823104,0.1689230053644618,0.5572664375308052,0.17750246950801452,1.3515547521520064,0.2994910655371511,112.0,637.0,40.76018561596274,34.84,39.91150244206287
1.0,2.642818465102023,0.06206155411500127,0.24824281105982365,0.21581991247318627,0.29907402067620126,1.3770985455454818,0.34703644438095393,112.0,637.0,43.09291569644939,34.84,43.09506728240256
1.0,2.441003451353753,0.01930178604933601,0.31209225682015784,1.3189793814432986,0.7260120696552729,0.6781475778940803,0.33079391232463606,112.0,637.0,42.80980044007042,34.84,42.74743139455937
1.0,0.49928048161667754,0.35316456939223634,0.3452121118795726,0.5478849010396063,0.18645450867245872,4.398279949505414,0.3523371847383546,112.0,637.0,54.33377712596312,34.84,53.6163861521647
1.0,1.8218743314276034,0.2149774029902169,0.37429462584702106,0.6497673134965004,0.15777155613224125,0.5800818839903396,0.3697993047236633,112.0,637.0,44.302088063828,34.84,44.513759206312805
1.0,1.0256956593541213,0.9600283198121408,0.17418970761404878,0.70143402366639,0.3036873961055778,1.8042909152396125,0.2587253512020381,112.0,637.0,43.459029671262684,34.84,42.099053369093504
1.0,0.832343011593413,0.04396218254002657,0.27052404299096744,0.41010498545454926,0.46797142953630566,0.8719987750857715,0.16050719137750732,112.0,637.0,45.63215060078339,34.84,44.83596995465687
1.0,1.462303638923261,0.7587824499585137,0.1470180696499921,0.4570864998880485,0.18722180589316983,1.5329156937613457,0.3287684162376231,112.0,637.0,58.05524062461378,34.84,58.47743854541456
1.0,1.0107879792694845,0.203482544216797,0.18404511490260098,0.7563324405972253,0.6869591150060202,2.6610782102563975,0.22288662652358482,112.0,637.0,57.180066606407486,34.84,57.05471558633586
1.0,0.5813205878082183,0.09246478405184429,0.22689479579518218,0.3658183754525538,0.16533475221074537,0.6826834863373744,0.3004044799562709,112.0,637.0,44.34315863370916,34.84,44.0009690537061
1.0,0.7606710162082085,0.26102383904254667,0.3746057450395966,0.5346267531786272,0.36319344869073056,2.392821592735501,0.20276127346486603,112.0,637.0,54.97472402112731,34.84,55.89673897895606
1.0,1.126586392575765,0.15038149177128593,0.2963438492045688,0.555512694163197,0.18632977379231266,3.06197924239026,0.23707792091440497,112.0,637.0,61.580477859414245,34.84,60.4874400022363
1.0,2.5967701351711394,0.24148948277877424,0.2461557147022706,0.3045227009129713,0.2070348362132727,1.659674061463425,0.32181814319694363,112.0,637.0,54.435145987226214,34.84,52.9273754675536
1.0,0.47315766645998536,0.7260873631288614,0.28754301791070536,0.5488900656052463,0.39432016509642703,5.0,0.25394496113332143,112.0,637.0,60.86216669893422,34.84,60.70284445876982
1.0,0.6667239733260648,1.3781728457488318,0.2955882991883238,0.18845134960930204,0.23538900956451825,0.6963031431659478,0.19126262530975868,112.0,637.0,42.64964590456652,34.84,41.99611058293705
1.0,1.1788637400267896,0.2208293549867531,0.2789637788114333,0.6957444608337991,0.12227587472776703,0.8966250374125527,0.20571976539977177,112.0,637.0,45.84092646997882,34.84,45.83301702509931
1.0,0.884733000011988,0.38114320414454583,0.1947993103958811,0.9638511059446473,0.1753038674205665,1.7521447117473417,0.36526890422373004,112.0,637.0,45.453173610845745,34.84,46.78234550706911
1.0,1.7105584728497027,0.6310118877839751,0.16847948093345158,0.6915042545546238,0.37491357304218564,1.769123701524302,0.2593399057180675,112.0,637.0,54.04754083561488,34.84,54.432576807696364
1.0,1.1971458679711005,0.37539403305861746,0.2226899963985596,0.9295012595914233,0.3188078419556081,2.1367955727181296,0.26071145534445606,112.0,637.0,53.532799686284186,34.84,53.54859564871731
1.0,0.5747458558224933,0.10223866166774277,0.17924432634029272,0.30033595115849476,0.3756403335823791,3.1457477001044674,0.24432748063270143,112.0,637.0,61.306452969318464,34.84,61.59711431610105
1.0,1.0228957217061834,0.3222316604053475,0.30705699571888734,0.3928837430086599,0.19335177592585429,1.1141078707824066,0.19801593050002364,112.0,637.0,44.21977756720152,34.84,44.922466652433954
1.0,1.495535652807029,0.2139554491069113,0.43367322369537487,0.46811560105806943,0.15383331239045867,1.0612795644600885,0.264512654967768,112.0,637.0,47.79662447592531,34.84,48.386885103558356
1.0,1.9275258559483885,0.321773424959447,0.3003983506029231,0.46890847300964295,0.1735466388047528,1.454796480952871,0.37463247366557373,112.0,637.0,46.13127180155989,34.84,45.195671697225414
1.0,0.6623916269469009,0.3933229376595896,0.12177601434693121,0.35331245723455673,0.1795894783418483,3.3030210443570716,0.23505899271950192,112.0,637.0,63.72258796019721,34.84,63.650839543737376
1.0,1.5476459989861129,0.1263028539157469,0.19053615215488767,0.278502295057994,0.2552980046037753,2.9730530183411346,0.18182290188041353,112.0,637.0,66.36654575062849,34.84,66.67582507660993
1.0,1.14293531424646,0.13892705780648895,0.2441098087255723,1.04261217604778,0.14458424435062198,1.9576574197343217,0.33660969642454286,112.0,637.0,43.955061119081584,34.84,43.601353294545284
1.0,2.4297727838868477,0.5431979869497467,0.14046440569536242,0.28988062498095746,0.4452148577419192,1.5890546975997115,0.28694473540156196,112.0,637.0,56.65405987959672,34.84,55.724909147339105
1.0,1.0303226750642882,0.11597017658709634,0.24532431723200915,1.0064615784234483,0.33822826322010713,1.8819297929577348,0.29405026104905635,112.0,637.0,46.10765603045678,34.84,46.27031059746238
1.0,0.5835973390801127,0.0866160138705304,0.2898118862293356,0.5631513871542918,0.16961519506525274,2.4036024099869358,0.30716213532849646,112.0,637.0,48.2574875444342,34.84,48.74886032789841
1.0,0.9200790727542186,0.3428327062982134,0.4143078123396102,0.48663276637478603,0.23664353652116604,2.1211179351426543,0.1879721717734373,112.0,637.0,52.100060194630544,34.84,52.559033761603935
1.0,0.3816721928284628,0.12078379580430541,0.4842035004775419,0.5767995798384374,0.1677527377546197,1.0362923294196735,0.2741290523508368,112.0,637.0,45.24892383484368,34.84,46.11812309765669
1.0,0.4086889412257828,0.2110699956914275,0.15408259561404875,0.9417343203088588,0.2425463394059399,1.0024381340886872,0.2976365058624175,112.0,637.0,44.645693021606945,34.84,44.602225412067746
1.0,0.4717846805973377,1.1040456631161468,0.23191420674829394,0.11836471949192201,0.17216213214088077,1.7895712552619072,0.27862970983487184,112.0,637.0,52.13005511889275,34.84,51.93912517154367
1.0,1.7183088893924796,0.2991819839725113,0.23303029214674045,0.5261418851834503,0.7628157281942056,2.8559224969138937,0.27816496538008445,112.0,637.0,57.1114530746433,34.84,56.28481350102451
1.0,1.6169460179055712,0.21665741540614733,0.18484247787947247,0.47366667146349695,0.1179735478784139,1.2223533382714384,0.3677712468170341,112.0,637.0,43.14418572079357,34.84,43.642566782539376
1.0,1.7686232059613098,0.6743261882534484,0.25170005348041397,0.48249596177390686,0.13852771815045234,2.456048258920569,0.3115554342737866,112.0,637.0,58.403520646096325,34.84,58.074291836103136
1.0,0.9698088879145306,0.7528814486513732,0.23515813807967328,0.703630391582698,0.23204983676698096,0.8649690554735062,0.32543950567052143,112.0,637.0,54.177592096815864,34.84,54.51237491690547
1.0,0.771680449483092,1.063017393867066,0.30618513816998977,0.3240194097209522,0.2738869788134237,2.0931933563835874,0.27138183394632986,112.0,637.0,57.09988613377607,34.84,56.66442780229485
1.0,3.7553616020178935,0.027346416402227246,0.40615572431114255,0.24728851837796906,0.2747650638289936,1.3957911024290959,0.15568778807922184,112.0,637.0,40.39657429348367,34.84,40.29913110848223
1.0,1.4504992852421303,0.2767836912543807,0.2549487739324047,0.22005470225518742,0.41353233830493347,0.7495624135193867,0.2610001849262996,112.0,637.0,58.316617647987094,34.84,58.24385485101083
1.0,0.7195017152338092,0.02449078704152148,0.20120253886887585,0.2793110720632096,0.32606709779284676,1.5608435769575562,0.27982520920838944,112.0,637.0,52.788742561981174,34.84,52.65892844812805
1.0,2.7796832265952407,0.6065913466574394,0.16412583422624236,0.62000093442007,0.16484354236423251,1.1102048110572451,0.2690707453145921,112.0,637.0,43.8624421745214,34.84,44.02104641431826
1.0,2.570799105045791,0.732422992840131,0.5272187928969173,0.5659044359055724,0.4444823103340221,1.7744728353376442,0.27656653594191716,112.0,637.0,52.75282835195912,34.84,51.78549652744447
1.0,1.8657667843836927,0.6904766616676181,0.34229312455704664,0.6838006204021974,0.3578019219601616,2.462073937368258,0.2956618652273959,112.0,637.0,56.54482954441358,34.84,58.45295061138141
1.0,1.2285032569041487,0.09551277840907298,0.28223913760616487,0.34935936227435027,0.5228379898808801,2.5142868529901015,0.3505526962128441,112.0,637.0,51.57846901407761,34.84,50.405589815014416
1.0,0.8372750562340557,0.40748545029182504,0.22759774795475504,0.3572082461773872,0.26814552446839723,0.7908400280189622,0.230786203592863,112.0,637.0,54.085614510929396,34.84,54.07064559274906
1.0,1.0530398180382645,1.0748041621169946,0.44757000167868316,1.0051202373494208,0.45074480277331813,2.659623446893002,0.2683520498573682,112.0,637.0,49.544453432971615,34.84,49.25815061177955
1.0,2.3885944538430155,0.209753170124264,0.22814871417286903,0.7320819602178967,0.06698805908517454,2.4624168952937184,0.40156227647579945,112.0,637.0,49.20537799728591,34.84,48.42147688289379
1.0,0.8973975272211848,0.21651845221137772,0.1264021250606784,0.6404014805845685,0.205001786637719,1.6546132484423763,0.19341474085727092,112.0,637.0,49.793819426978054,34.84,49.39896196556045
1.0,0.6468941646436214,0.45633165422586136,0.2681439913149383,0.17655350097967684,0.16559244422575128,1.1075776068196632,0.263937708735932,112.0,637.0,59.30385310237964,34.84,59.23257877034213
1.0,1.8494597332746499,0.09511982896301176,0.1519707452625615,1.1701065261276817,0.3712174335385959,1.6668801888384461,0.1698752669715488,112.0,637.0,50.3482108404536,34.84,50.435184089859064
1.0,1.316979389210502,0.04591777966626558,0.26852513883459955,0.41990535914629096,0.180559552578914,4.3518824505737195,0.2651036096895955,112.0,637.0,55.64635651385306,34.84,56.64999436154939
1.0,0.9173616625670605,0.48086908092120484,0.40423227440562565,0.4793603580680718,0.4256688599731532,2.686920127320945,0.2881154137764109,112.0,637.0,58.68015232559379,34.84,59.179633799938216
1.0,0.9650059896407016,0.1457671990827464,0.12832092389955188,0.549926626479344,0.38743326582079457,3.2125914568063196,0.18484895605979434,112.0,637.0,58.9271135839758,34.84,59.18046734391718
1.0,0.3492477845154023,0.3802285359810437,0.17217585497320773,0.4773578146517775,0.19289579777747157,1.2648385208922792,0.29540283425172215,112.0,637.0,48.086814375600994,34.84,48.57829568947615
1.0,1.003137514467285,0.2020233789699662,0.3368491972929588,0.4034342499981898,0.2944847038959877,1.5712033876817533,0.24056664720571064,112.0,637.0,49.42970922972938,34.84,49.85054642247303
1.0,2.27484100638146,0.7364362420849259,0.20048282048809474,0.4727270515591465,0.23477317134281697,1.092597012018255,0.36125714389059,112.0,637.0,50.75388181213626,34.84,52.56421295408224
1.0,0.7777123358707574,0.8834995647266074,0.28390305880187006,0.6044041419549495,0.27700307362292687,1.4751030649280414,0.31410692378388444,112.0,637.0,47.24642385092882,34.84,46.760855318001106
1.0,4.0,0.28616842347846183,0.2841352742904024,0.6720958695661915,0.38018967873450443,3.8588488687509916,0.24824689798851324,112.0,637.0,46.61596842201003,34.84,46.386879435136954
1.0,1.3318265737441222,1.083012283073087,0.3400473288277552,0.8090742272543416,0.2220440332728409,1.6346820411098977,0.26818949426651456,112.0,637.0,44.977829856855664,34.84,45.04084184086345
1.0,0.2385366589126542,0.09373462323566618,0.18957172574443754,0.25397232298222977,0.11418341831961547,1.4585266691556251,0.4028006972969427,112.0,637.0,48.775751613792636,34.84,49.00007514872166
1.0,0.5531980906098621,0.08084094052347786,0.09184137291615677,0.33463565483452856,0.3520066797688814,2.2667759039390525,0.27400990785934143,112.0,637.0,60.47726800658244,34.84,58.80725546547427
1.0,0.1,0.3106606788821754,0.2819337373443024,0.673493606973826,0.4467876743344334,1.5401619282178531,0.20613976377666215,112.0,637.0,49.28188808072504,34.84,48.50563794596248
1.0,1.5210979436518342,0.4113356557229265,0.13347377474637567,0.20051678286051688,0.11171768038766353,2.114835601691429,0.21607419658004162,112.0,637.0,63.46569568221434,34.84,62.63616154799636
1.0,0.776207671123135,0.8667734868302532,0.3459978035478657,0.4766566750986455,0.25661497295664487,1.5443973129663273,0.2694253831540448,112.0,637.0,47.16367156695564,34.84,47.64892998570885
1.0,1.8721338526212996,0.241105272378532,0.2385642285443248,0.2967895938974386,0.1640193051714477,2.215810055641562,0.3650448054965896,112.0,637.0,56.726549056803,34.84,56.89539373757052
1.0,2.470502145482476,0.3500164448034671,0.2166128860974607,0.5791661032746293,0.45912272178876407,1.6892649251049943,0.251251356762423,112.0,637.0,50.65198266374279,34.84,51.87130029412035
1.0,2.069876494016007,1.4,0.3152559195992622,0.2881444894507177,0.47204675420713116,1.1896136638769401,0.21847311379153717,112.0,637.0,45.17368817497093,34.84,44.7088611408261
1.0,2.044836466401574,0.06722957301830484,0.12498089971965239,0.3673121807983431,0.17434004563581376,3.3395546111036403,0.2819950104441325,112.0,637.0,54.52062922992428,34.84,53.66122080790106
1.0,1.0542115184761902,0.18301993794499144,0.2246539070981219,0.3802348355962267,0.1353738917855323,4.801131865835005,0.30355617905187904,112.0,637.0,54.67729377340378,34.84,53.700599272615364
1.0,0.789014410710335,0.4312930367979184,0.28745744720730976,0.49729043747171525,0.29536059841961126,2.56348009008161,0.31709040328464744,112.0,637.0,55.03049112073207,34.84,55.542696511984715
1.0,1.7585997665728483,1.3375139571404187,0.2669042935369263,0.7099270507796562,0.1500966142111321,0.9912621407994672,0.18987148988237715,112.0,637.0,39.11471596049141,34.84,39.321624996080814
1.0,0.8242557139915654,0.14590216596692412,0.2012958785566492,0.7365491031211383,0.4013078315303273,1.8156494558239589,0.3027449825200558,112.0,637.0,43.7766944060181,34.84,44.69426482937388
1.0,1.0746572388626094,0.02068613726409081,0.20207045504683105,0.48710146943143096,0.24475581506393687,2.2734283516641485,0.2988663441916685,112.0,637.0,47.58174428421281,34.84,47.5310607582434
1.0,0.8426603881022545,1.0834206913133362,0.43603622174601747,0.25244004907353834,0.5832403917271143,0.9085136463823749,0.2541536359044731,112.0,637.0,42.456931284358,34.84,42.34200429959823
1.0,0.9014647771072413,0.1263675492959872,0.3430486016833937,1.3189793814432986,0.5963465272841181,1.5684796049176188,0.3659833597258388,112.0,637.0,44.65871645441025,34.84,44.82613651594301
1.0,1.8314238829911849,0.08001884027107646,0.18830817980277248,0.4213272708725374,0.5678586180198649,1.0380716155125256,0.31245555865411706,112.0,637.0,46.37320666661179,34.84,46.683812745985605
1.0,0.8709969013096484,0.15414585713120657,0.40489810880050153,0.504141427299353,0.3196790237266701,1.2405581090228728,0.230804001027579,112.0,637.0,46.43210332392926,34.84,46.17081491332913
1.0,1.849192877934456,0.09206252355324274,0.32308925024793367,0.4962764063029955,0.16287285350222197,2.377926430309805,0.31366967095525033,112.0,637.0,52.863029682038594,34.84,53.07003114544586
1.0,2.4634831771296652,0.41224803670302024,0.2919217793697895,0.5247440985464809,0.12449767160427545,1.9766269420917315,0.18186257884188023,112.0,637.0,56.42123309751647,34.84,55.93542579990307
1.0,0.9853519254915469,0.5982154744911321,0.29619451963560794,0.28785908722771736,0.3518325348969556,1.2026496227459766,0.2519831781604227,112.0,637.0,53.829643239041445,34.84,54.18186136564664
1.0,0.703520013709617,0.26057813146999687,0.15676674080188632,0.547459033946863,0.36523169578334413,1.960169613171313,0.25598695737756105,112.0,637.0,49.08945899561,34.84,50.70994892239862
1.0,2.209589747469031,0.20256221992981197,0.42978256086335415,1.09307715973237,0.297930760331982,1.7035060302274503,0.3279084552174306,112.0,637.0,44.69011282941511,34.84,45.489176505061245
1.0,1.5722685710290358,0.7100853090732302,0.3481538216539177,0.16100007676003225,0.13448002000918458,3.078560429152392,0.5684615961206433,112.0,637.0,66.76122659317198,34.84,66.71819511267819
1.0,0.8567852616747698,0.09723037712950476,0.2661216455686476,0.4468208721972428,0.17539261021451175,0.755308209545312,0.26295234927176203,112.0,637.0,47.10057234092076,34.84,45.98977514725295
1.0,1.1063122302519708,0.09367508912491708,0.26596814156424986,0.25094107893524853,0.2724648014985349,1.4230872307725064,0.39491563439317723,112.0,637.0,57.32938978631046,34.84,59.06512208008677
1.0,1.6429010604109004,0.2684939654664599,0.23414016047245914,0.7208554461024371,0.19234347045452915,4.162107797286347,0.3852504271473573,112.0,637.0,52.55196838068544,34.84,51.44976880713314
1.0,0.509315368421544,0.033192699521101245,0.19527173890298785,0.7778770821265318,0.177311514802925,1.1638424360889126,0.20689872665004339,112.0,637.0,45.09998990898576,34.84,44.922591761642494
1.0,2.9957516320015922,0.023710418586667826,0.2970924779402763,0.4124748291420735,0.16118934468637536,1.2106184117226537,0.3835887290317247,112.0,637.0,40.14197470211387,34.84,40.209872844206515
1.0,2.1161325421520267,0.13856910728384517,0.1791389759320433,0.4532510627914151,0.2442496848596649,1.5820715555390352,0.23908162146040246,112.0,637.0,50.116007922481735,34.84,50.58429194517998
1.0,1.346277232284568,0.1827597059541882,0.2567330218633018,0.28302195403916186,0.23559683378738738,3.698235787454714,0.28201091788898663,112.0,637.0,65.02086439762576,34.84,63.78843038234422
1.0,2.9176059678376016,0.7530089740994332,0.2515772097129853,0.1352490898823687,0.1728676047162106,2.449901980175159,0.4786786186396843,112.0,637.0,56.38618558360383,34.84,56.41426185478267
1.0,2.671298145505205,0.21953838091849723,0.28068361915551404,0.38409969090224083,0.2626900972022098,1.2214241079776411,0.3171393640440188,112.0,637.0,40.83712407514146,34.84,41.054326855880014
1.0,1.2025544847700491,0.14247738188045694,0.3467980424287153,0.39510347405382773,0.29606144453524075,1.9440467247689752,0.24252580758929673,112.0,637.0,50.54574198995219,34.84,52.37924042667946
1.0,1.1516778021846608,0.04768251818567889,0.2826287053320891,0.44922165643453077,0.31178830932475915,1.7122389182218483,0.31195603110308734,112.0,637.0,47.85275676966646,34.84,46.83650207227135
1.0,1.1772202610242288,0.6504599838898945,0.31561716998140116,0.0853466996738264,0.16192567720661566,2.505936979393732,0.19756929570994528,112.0,637.0,66.93884658429707,34.84,67.16749240780013
1.0,1.78803520169169,0.12242388057847885,0.11590943800582848,0.18554958998759283,0.22414290492750974,1.9837644258453775,0.35977894313313097,112.0,637.0,58.01214008229622,34.84,58.17631878804783
1.0,1.7148168264196497,0.08230670010130453,0.2888317735488934,0.20944469442200453,0.26345166436032574,2.2216479741881514,0.24248677443635694,112.0,637.0,61.34032179729807,34.84,60.59005556895444
1.0,0.4074240033138262,0.22371868328724326,0.2494514642752094,0.4583122068591108,0.27822699042412763,1.7368465355304934,0.15934107718279172,112.0,637.0,49.532370351686104,34.84,50.48166601141943
1.0,1.6532510104936582,0.6960566060986705,0.2792505931432704,0.5891228090057108,0.13406851429433742,3.793890910068249,0.25891416639773174,112.0,637.0,60.91107528125672,34.84,61.887571903868825
1.0,1.6478150500210296,0.38970146138632156,0.19823754581935807,0.24584801183693109,0.22035570580243632,1.982909714339017,0.24986035027810133,112.0,637.0,64.8582249560676,34.84,65.03651909904518
1.0,0.24207615525057058,0.43640478268789684,0.3755899014852179,0.3830132445178239,0.351499630433124,1.5026811035399419,0.3158289043523462,112.0,637.0,55.16205081657341,34.84,55.479383854030004
1.0,1.1841857362466721,0.11317670064054859,0.26665939773341957,0.32916280773459966,0.19420496877580712,3.3498938540959737,0.21551596065544787,112.0,637.0,72.34560303658756,34.84,71.61556812720907
1.0,1.3907348528016787,0.5181819476354662,0.18261969145971033,1.2143978766296235,0.3122102429588772,2.6793133412301167,0.3050460642354762,112.0,637.0,56.572372798190656,34.84,56.80494009543986
1.0,0.46121223022704705,0.5668170897799786,0.19530102006791986,0.3627081102268883,0.26326292657885464,1.313370549626986,0.24042143752430384,112.0,637.0,56.12090175843401,34.84,55.57127819558639
1.0,0.635553633667812,0.43523097253739057,0.34175945372045846,0.3551302710395897,0.20765887560854096,0.5,0.2768723437083176,112.0,637.0,53.624845571688546,34.84,52.66218531070834
1.0,0.8236403449234356,0.6198361181015087,0.23469172945390773,0.29236493209621783,0.49112679505090817,2.6162188993695916,0.36013694031043486,112.0,637.0,58.556826984939036,34.84,57.78461984489181
1.0,1.8005813836662736,1.4,0.24199588105065656,0.1699513630489797,0.224642591276386,1.6450520888585178,0.36286149952260316,112.0,637.0,50.10138022308217,34.84,52.70317840337525
1.0,2.5256457125530694,0.8794150062660493,0.22486715593642134,0.6074334198394551,0.23525016764789514,2.064906276209342,0.37799065551264655,112.0,637.0,43.555020576477474,34.84,44.14962980076575
1.0,1.7387554012789594,0.07335606888246278,0.3561398204200076,0.3848233303681716,0.2050927018719259,3.5492299121670507,0.23595431076604897,112.0,637.0,59.77435788140271,34.84,59.90402518279334
1.0,1.4318056883619106,0.0909806153706662,0.291249689917905,0.362062001080754,0.5478968493916059,1.2866406210821013,0.3014379650172927,112.0,637.0,44.641536106463114,34.84,44.76290056625687
1.0,1.9432521875696396,0.6312172692648417,0.1543401400459289,0.4816338482497554,0.5238556812811229,1.1857822518818024,0.3044535019019345,112.0,637.0,53.45083052211254,34.84,54.38080411908503
1.0,0.23374550517176323,0.36378336851352105,0.16726106764394932,0.19975488949542128,0.46369865865675197,1.042308464581142,0.3759618850611239,112.0,637.0,51.35071427675649,34.84,52.32106831599722
1.0,2.41901773015337,1.1579839694272658,0.2428519729004673,1.0655928852259426,0.403665090383408,5.0,0.2608602030999903,112.0,637.0,50.343218280618146,34.84,50.811568998770866
1.0,1.2482102266346164,0.8006580064448412,0.18982788240565981,0.17691991530178874,0.16796414513039062,3.565240544337926,0.19941994913502503,112.0,637.0,65.18698190735988,34.84,64.49866496111984
1.0,2.26237436180275,0.13693921670381598,0.10658073409204145,1.068676208357615,0.20871022381144266,2.784535900931494,0.34247053881086703,112.0,637.0,49.50693692095014,34.84,49.16419612836424
